DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,LICENSE DESCRIPTION,LATITUDE,LONGITUDE,LOCATION
HUNGRY BRAIN,2319 W BELMONT AVE 1,CHICAGO,IL,60618,Tavern,41.93936444,-87.68639764,"(41.939364443955505, -87.68639763702431)"
GALLAGHERS,1770 W GREENLEAF AVE 1ST #,CHICAGO,IL,60626,Tavern,42.01030142,-87.6750493,"(42.0103014159201, -87.67504930323366)"
THE WALKOSZ INN,4427 S KEDZIE AVE 1ST,CHICAGO,IL,60632,Tavern,41.81275646,-87.70401071,"(41.812756462646554, -87.70401071250315)"
6511 CLUB,6511 S KEDZIE AVE 1ST,CHICAGO,IL,60629,Tavern,41.77498817,-87.70289786,"(41.77498817404667, -87.70289786052099)"
FINLEY DUNNE'S,3458 N LINCOLN AVE  GROUN,CHICAGO,IL,60657,Tavern,41.94480002,-87.67240345,"(41.94480001870207, -87.67240344622007)"
EL MEXICO MODERN BALLROOM INC,1643-1647 N CICERO AVE 1 & 2 BANQU,CHICAGO,IL,60639,Tavern,41.91093117,-87.74575021,"(41.91093116886587, -87.74575021004954)"
TWISTED SPOKE,501 N OGDEN AVE 1ST,CHICAGO,IL,60642,Tavern,41.89103918,-87.65887052,"(41.89103918038821, -87.65887051919977)"
MOTHER'S FIRST VENTURE LTD,26 W DIVISION ST  BASEM,CHICAGO,IL,60610,Tavern,41.90403548,-87.62975462,"(41.90403548424903, -87.62975461913923)"
CLUB LUCKY,1822-1824 W WABANSIA AVE,CHICAGO,IL,60622,Tavern,41.91247699,-87.67361847,"(41.91247698463728, -87.67361846778101)"
MOE'S TAVERN,2937 N MILWAUKEE AVE 1ST,CHICAGO,IL,60618,Tavern,41.93470568,-87.71641436,"(41.934705675709715, -87.7164143561994)"
ERNIE'S TAP,7112 W HIGGINS AVE 1ST,CHICAGO,IL,60656,Tavern,41.98084226,-87.80519641,"(41.98084225632297, -87.80519641156813)"
HOPSCOTCH,12 W ELM ST,CHICAGO,IL,60610,Tavern,41.9032784,-87.62912853,"(41.90327840141334, -87.62912853335304)"
THE SOFO TAP,4923 N CLARK ST,CHICAGO,IL,60640,Tavern,41.97245587,-87.66775631,"(41.97245586912859, -87.66775631025641)"
SYMPHONY,6507 W ARCHER AVE 1ST,CHICAGO,IL,60638,Tavern,41.79218066,-87.78458191,"(41.79218065502141, -87.78458190756385)"
DRUMBAR,201 E DELAWARE PL,CHICAGO,IL,60611,Tavern,41.89913526,-87.62178526,"(41.899135254700184, -87.62178526239309)"
JAKE'S PUB,2932 N CLARK ST 1ST,CHICAGO,IL,60657,Tavern,41.93565566,-87.64737148,"(41.9356556595917, -87.64737148062177)"
JOHN & ZOFIA'S LIQUOR DELI,5076 S ARCHER AVE 1ST,CHICAGO,IL,60632,Tavern,41.80113056,-87.7278102,"(41.80113056261581, -87.7278102041302)"
GRANVILLE EL STATION INC,1137 W GRANVILLE AVE 1ST,CHICAGO,IL,60660,Tavern,41.99444821,-87.65985565,"(41.99444821423373, -87.65985565038685)"
BELFORD TAVERN INC,3200 N PULASKI RD,CHICAGO,IL,60641,Tavern,41.93913815,-87.72733371,"(41.939138153500274, -87.7273337101426)"
CIRCUIT,3641 N HALSTED ST,CHICAGO,IL,60613,Tavern,41.94852457,-87.64937612,"(41.94852457422423, -87.6493761225899)"
BERNICE'S TAVERN,3238 S HALSTED ST 1,CHICAGO,IL,60608,Tavern,41.83527804,-87.64635739,"(41.835278038132955, -87.64635738808734)"
EL TREBOL CORP,1135 W 18TH ST,CHICAGO,IL,60608,Tavern,41.8578729,-87.6546978,"(41.8578728945866, -87.6546978001907)"
BLACK BEETLE BAR & GRILL,2532 W CHICAGO AVE,CHICAGO,IL,60622,Tavern,41.89581359,-87.69068394,"(41.8958135921171, -87.6906839416219)"
THE BEVY,215 W ONTARIO ST BASMT-1ST,CHICAGO,IL,60654,Tavern,41.89306879,-87.63477502,"(41.89306879068726, -87.6347750178461)"
SPY BAR,303 W ERIE ST BSMT L101,CHICAGO,IL,60610,Tavern,41.89385682,-87.63579585,"(41.893856817238635, -87.63579584784382)"
MR C'S MIDWAY BAR INC,4654 W 63RD ST 1ST,CHICAGO,IL,60629,Tavern,41.77856974,-87.73961627,"(41.778569742908154, -87.73961627036215)"
O'DONNELLS,4500 N ELSTON AVE 1ST,CHICAGO,IL,60630,Tavern,41.96246974,-87.73215028,"(41.96246973487343, -87.73215028038183)"
BRUNO'S LOUNGE,6562 N SHERIDAN RD 1,CHICAGO,IL,60626,Tavern,42.00188611,-87.66090427,"(42.001886113957056, -87.6609042686803)"
CARDINAL WINE & SPIRITS,4905 N LINCOLN AVE 1ST,CHICAGO,IL,60625,Tavern,41.97100172,-87.68990553,"(41.97100171681899, -87.68990553272546)"
HOCK SHOP,4369 N ELSTON AVE,CHICAGO,IL,60641,Tavern,41.96017047,-87.72838122,"(41.96017046844395, -87.72838122176246)"
MC GEE'S JUKEBOX LOUNGE INC,7000 S HALSTED ST 1ST,CHICAGO,IL,60621,Tavern,41.76692244,-87.64460245,"(41.766922435101215, -87.64460244736672)"
MARGARETS FILLING STATION,7007 S RACINE AVE 1ST,CHICAGO,IL,60636,Tavern,41.76661458,-87.65401039,"(41.76661457783004, -87.65401038856567)"
MOTHER HUBBARDS,5 W HUBBARD ST 1,CHICAGO,IL,60654,Tavern,41.8899516,-87.6282288,"(41.889951601607, -87.6282287976515)"
BURTON PLACE,1447 N WELLS ST,CHICAGO,IL,60610,Tavern,41.90902974,-87.63449666,"(41.909029735838615, -87.63449666286718)"
FITZGERALD'S PUB,5544 W 55TH ST,CHICAGO,IL,60638,Tavern,41.79285575,-87.76165437,"(41.79285575406055, -87.76165437445593)"
THE DRUM & MONKEY,1435 W TAYLOR ST 1ST,CHICAGO,IL,60607,Tavern,41.86920687,-87.66308737,"(41.869206866586865, -87.6630873696548)"
"THE HANGGE- UPPE, INC.",14 W ELM ST,CHICAGO,IL,60610,Tavern,41.90327641,-87.62921431,"(41.90327641442854, -87.62921431382145)"
RABBITS,4943-4945 W FOSTER AVE,CHICAGO,IL,60630,Tavern,41.97517182,-87.7520845,"(41.97517181930089, -87.75208449854102)"
"OASIS, THE",6809-6813 N SHERIDAN RD 1ST,CHICAGO,IL,60626,Tavern,42.0058719,-87.66085203,"(42.005871902451084, -87.66085202755195)"
Wellington's,1300 W WELLINGTON AVE 1ST,CHICAGO,IL,60657,Tavern,41.93626672,-87.66137965,"(41.93626672027453, -87.66137964487525)"
THERE LOUNGE,8235 S ASHLAND AVE # 1ST,CHICAGO,IL,60620,Tavern,41.74384697,-87.66312706,"(41.74384697407839, -87.66312705515676)"
CONNIE'S & JOHNNIE'S INC,3745 W ARMITAGE AVE,CHICAGO,IL,60647,Tavern,41.91712247,-87.72105079,"(41.91712246831013, -87.72105079353523)"
POLK STREET CO.,548 W POLK ST 1ST,CHICAGO,IL,60607,Tavern,41.87211261,-87.64130526,"(41.87211261426958, -87.64130525460628)"
WRIGLEYVILLE NORTH,3900 N SHERIDAN RD,CHICAGO,IL,60613,Tavern,41.95271366,-87.65463891,"(41.95271366381651, -87.65463890620971)"
THE CHG BEAR SPORTS BAR/GRILL,6335 S CENTRAL AVE 1ST,CHICAGO,IL,60638,Tavern,41.77704744,-87.76153944,"(41.77704743481711, -87.76153944156653)"
PROGRESS BAR,3359 N HALSTED ST 1,CHICAGO,IL,60657,Tavern,41.94357316,-87.64922664,"(41.94357316110511, -87.64922664095873)"
BERLIN,954 W BELMONT AVE,CHICAGO,IL,60657,Tavern,41.94002795,-87.65357613,"(41.94002795419316, -87.65357612984606)"
HARRY'S ON ELSTON AVE,5943 N ELSTON AVE 1ST,CHICAGO,IL,60646,Tavern,41.98948042,-87.77670306,"(41.98948041969433, -87.77670306113558)"
THE HARDING TAVERN,2732 N MILWAUKEE AVE,CHICAGO,IL,60647,Tavern,41.930722,-87.71034548,"(41.9307219977604, -87.7103454809135)"
FREDDIE'S LOUNGE,5464 W MADISON ST,CHICAGO,IL,60644,Tavern,41.88038491,-87.76273877,"(41.88038491027001, -87.7627387645755)"
CHARACTERS ON BELMONT,5728 W BELMONT AVE,CHICAGO,IL,60634,Tavern,41.93863736,-87.77008461,"(41.93863736250352, -87.77008460701926)"
ROSCOE'S TAVERN LTD,3354-3356 N HALSTED ST,CHICAGO,IL,60657,Tavern,41.94344291,-87.64951705,"(41.94344291172199, -87.64951705356305)"
EMPIRE LIQUORS,1566 N MILWAUKEE AVE,CHICAGO,IL,60622,Tavern,41.90987982,-87.6769138,"(41.90987981937775, -87.67691379793119)"
HANSA CLIPPER,4659 N LINCOLN AVE 1ST,CHICAGO,IL,60625,Tavern,41.96651774,-87.68700568,"(41.9665177440937, -87.68700567530807)"
WEEGEE'S LOUNGE,3659 W ARMITAGE AVE,CHICAGO,IL,60647,Tavern,41.91714372,-87.7191558,"(41.91714372056658, -87.7191558027353)"
JACQUELINE'S,3420 N BROADWAY,CHICAGO,IL,60657,Tavern,41.94372868,-87.64522473,"(41.94372867692048, -87.64522473280383)"
LAS VEGAS NITE CLUB INC,3702 W ARMITAGE AVE,CHICAGO,IL,60647,Tavern,41.91736099,-87.71936115,"(41.91736098818671, -87.71936114474791)"
BERNARD & VANESSA'S LOUNGE,5206-5208 W DIVISION ST 1ST,CHICAGO,IL,60651,Tavern,41.90235348,-87.75611796,"(41.90235347935294, -87.75611796429392)"
LOS TRES ACES,1758 W 21ST PL 1ST,CHICAGO,IL,60608,Tavern,41.85327438,-87.67084889,"(41.853274378207885, -87.6708488911914)"
THE CELL BLOCK,3702-3708 N HALSTED ST 1ST,CHICAGO,IL,60613,Tavern,41.94921084,-87.64969212,"(41.949210837272204, -87.64969212027059)"
FOUNTAIN BLEU,4952 W CHICAGO AVE 1ST,CHICAGO,IL,60651,Tavern,41.89507785,-87.75035767,"(41.89507784672633, -87.75035766493092)"
Driftwood,1021 W MONTROSE AVE,CHICAGO,IL,60613,Tavern,41.96165531,-87.65564995,"(41.961655308981946, -87.65564994485091)"
"CHICAGO SOUTH LOOP HOTEL, LLC",11 W 26TH ST 1-5,CHICAGO,IL,60616,Tavern,41.84546816,-87.62745299,"(41.84546816154614, -87.6274529904341)"
LINDY'S/CHILI,6544-6546 W ARCHER AVE # 1ST,CHICAGO,IL,60638,Tavern,41.79237076,-87.78608432,"(41.7923707626674, -87.78608432335986)"
TED'S & MIKE'S LIQUOR INC,5223 W ADDISON ST  1,CHICAGO,IL,60641,Tavern,41.9458797,-87.75787931,"(41.94587969801943, -87.75787930696465)"
MINI CLUB,8338 S HALSTED ST 1ST,CHICAGO,IL,60620,Tavern,41.7421855,-87.64394285,"(41.74218549837428, -87.64394285216379)"
THE SHRINE - COUP D'ETAT,2109-2111 S WABASH AVE,CHICAGO,IL,60616,Tavern,41.85395238,-87.62537587,"(41.85395237977426, -87.62537587283745)"
SIXTY SIX O ONE CLUB,6601 S WESTERN AVE 1ST,CHICAGO,IL,60636,Tavern,41.77369581,-87.6833444,"(41.773695811390624, -87.68334439509034)"
JULIE'S PLACE,5237 S CICERO AVE  1,CHICAGO,IL,60632,Tavern,41.79755833,-87.74274468,"(41.797558325997784, -87.74274468003661)"
TINA'S COCKTAIL LOUNGE,7840 S RACINE AVE 1ST,CHICAGO,IL,60620,Tavern,41.7511058,-87.65389912,"(41.75110579701354, -87.6538991212448)"
FRITZY'S TAVERN,6156 N CLARK ST 1ST,CHICAGO,IL,60660,Tavern,41.99433122,-87.67029442,"(41.994331217937656, -87.67029442083536)"
CLUB BELMONT INC,7844 W BELMONT AVE 1ST,CHICAGO,IL,60634,Tavern,41.93791461,-87.82319955,"(41.93791461326103, -87.82319954793846)"
HUMBOLDT LIQUORS,3017 W ARMITAGE AVE 1ST,CHICAGO,IL,60647,Tavern,41.91732416,-87.70315508,"(41.917324159249915, -87.70315508448114)"
CAROL'S PUB INC,4659 N CLARK ST 1ST,CHICAGO,IL,60640,Tavern,41.96700507,-87.66695423,"(41.96700507358272, -87.66695423206848)"
EL NUEVO NARANJO LOUNGE,2210 N MILWAUKEE AVE 1ST,CHICAGO,IL,60647,Tavern,41.92092128,-87.69434881,"(41.920921282115486, -87.69434880817748)"
DINGERS,10638 S WESTERN AVE 1ST,CHICAGO,IL,60643,Tavern,41.69973489,-87.68155515,"(41.69973489215776, -87.68155515420568)"
J & J LOUNGE,7656 S HALSTED ST 1ST,CHICAGO,IL,60620,Tavern,41.75441736,-87.6442876,"(41.75441736090705, -87.64428760234382)"
PATRICK'S TAVERN,6296 S ARCHER AVE 1ST,CHICAGO,IL,60638,Tavern,41.79339121,-87.77821942,"(41.793391214258925, -87.7782194242791)"
SCOTTY'S,1610 W CHICAGO AVE,CHICAGO,IL,60622,Tavern,41.8961751,-87.66777925,"(41.8961751001615, -87.66777924583948)"
SHORTY'S CITY LOUNGE,4735 W NORTH AVE 1,CHICAGO,IL,60639,Tavern,41.90953035,-87.74499256,"(41.9095303523046, -87.74499255895704)"
RIFF,2239 S MICHIGAN AVE 1,CHICAGO,IL,60616,Tavern,41.85174715,-87.62362776,"(41.85174714610376, -87.6236277575538)"
O'NEIL'S ON WELLS,411 S WELLS ST 1ST,CHICAGO,IL,60607,Tavern,41.8765621,-87.63353978,"(41.87656209838564, -87.6335397749874)"
TED'S PLACE LTD,4425 N CENTRAL AVE 1ST,CHICAGO,IL,60630,Tavern,41.96123555,-87.76712157,"(41.96123554915083, -87.7671215676582)"
JACK'S PLACE,618 W 18TH ST,CHICAGO,IL,60616,Tavern,41.85771694,-87.64273268,"(41.85771693584607, -87.64273267511129)"
THE NEW DATING GAME,8924 S STONY ISLAND AVE,CHICAGO,IL,60617,Tavern,41.73250458,-87.58570048,"(41.732504579623395, -87.58570048118187)"
GAMBLERS,4906-4908 N PULASKI RD,CHICAGO,IL,60630,Tavern,41.97032186,-87.72823518,"(41.97032186228699, -87.72823518111367)"
THE BRASS MONKEY III LOUNGE,5933 W DIVISION ST 1ST,CHICAGO,IL,60651,Tavern,41.90190578,-87.77420761,"(41.90190578151692, -87.7742076144477)"
LUBIANA INC,6100 W ADDISON ST  1,CHICAGO,IL,60634,Tavern,41.94585534,-87.77906268,"(41.94585533482825, -87.7790626747027)"
RED COACH RESTAURANT,7353 S CICERO AVE,CHICAGO,IL,60629,Tavern,41.75912971,-87.74155365,"(41.75912971390726, -87.74155364936757)"
KINCADE'S,950-952 W ARMITAGE AVE 1ST #,CHICAGO,IL,60614,Tavern,41.91822112,-87.65297305,"(41.918221120708644, -87.65297305297553)"
XAVIER'S CLUB,4456 S WESTERN AVE,CHICAGO,IL,60609,Tavern,41.81220952,-87.68468189,"(41.81220952237663, -87.68468188645879)"
EDELWEISS,3808 W BELMONT AVE 1ST,CHICAGO,IL,60618,Tavern,41.93925922,-87.72269652,"(41.93925921666965, -87.72269651601053)"
TRATTORIA #10,10 N DEARBORN ST,CHICAGO,IL,60602,Tavern,41.8822157,-87.62955625,"(41.88221569794795, -87.6295562535779)"
THE BETTY,845 W FULTON MARKET,CHICAGO,IL,60607,Tavern,41.88666509,-87.64925513,"(41.8866650892547, -87.64925513167934)"
HALINA'S PUB,7023 W ARCHER AVE 1ST,CHICAGO,IL,60638,Tavern,41.79192672,-87.79748104,"(41.791926717837214, -87.79748104362288)"
VIP'S A GENTLEMENS CLUB,1531 N KINGSBURY ST,CHICAGO,IL,60622,Tavern,41.90905475,-87.6524222,"(41.90905475445697, -87.65242220436633)"
CLARK STREET ALE HOUSE,742 N CLARK ST,CHICAGO,IL,60610,Tavern,41.89613345,-87.63138315,"(41.896133448405855, -87.6313831499474)"
OKOCIM BAR & GRILL,6801 W ADDISON ST,CHICAGO,IL,60634,Tavern,41.94536819,-87.7960435,"(41.94536819189902, -87.79604350308765)"
ASTORIA LOUNGE,3208 N KOSTNER AVE 1ST #,CHICAGO,IL,60641,Tavern,41.93923957,-87.73718864,"(41.939239567523536, -87.73718863652049)"
EAST ROOM,2352-2358 N MILWAUKEE AVE 2,CHICAGO,IL,60647,Tavern,41.9238731,-87.69916285,"(41.92387309514714, -87.69916285360124)"
LOGAN HARDWARE ARCADE,2408-2410 W FULLERTON AVE 1ST,CHICAGO,IL,60647,Tavern,41.92500732,-87.68801953,"(41.92500732368619, -87.68801953359667)"
LA BOTANA,4818 S PULASKI RD,CHICAGO,IL,60632,Tavern,41.80543386,-87.72365742,"(41.80543385547644, -87.72365741543496)"
GENERATIONS COCKTAIL LOUNGE,754 W 74TH ST  1,CHICAGO,IL,60621,Tavern,41.75985773,-87.64404766,"(41.759857733279794, -87.64404765452714)"
PARROTS BAR & GRILL,754-756 W WELLINGTON AVE 1ST,CHICAGO,IL,60657,Tavern,41.93650026,-87.64892751,"(41.936500263308446, -87.64892750557354)"
MAHONEY'S,543-551 N OGDEN AVE,CHICAGO,IL,60642,Tavern,41.89214682,-87.65793602,"(41.89214682371725, -87.65793601975278)"
TEASER'S PUB,7123 W HIGGINS AVE 1ST,CHICAGO,IL,60656,Tavern,41.9807262,-87.80571278,"(41.980726198415624, -87.80571278001223)"
BIM BOM,5226 W BELMONT AVE 1ST,CHICAGO,IL,60641,Tavern,41.93879611,-87.75780206,"(41.93879610777112, -87.75780206084183)"
THE CABIN AT OLD IRVING,4104 N PULASKI RD,CHICAGO,IL,60641,Tavern,41.95567889,-87.72782087,"(41.95567888998314, -87.72782086902401)"
THE PROP HOUSE/KONCRETE,1675 N ELSTON AVE GROUND,CHICAGO,IL,60622,Tavern,41.91260282,-87.66338506,"(41.91260282275408, -87.66338506444121)"
"FIRST BASE, INC",3201 S NORMAL AVE 1ST,CHICAGO,IL,60616,Tavern,41.83623087,-87.63877866,"(41.8362308695612, -87.63877865762514)"
LAKESIDE BAR,3500 W LAKE ST 1,CHICAGO,IL,60624,Tavern,41.88489392,-87.71367229,"(41.88489391965036, -87.71367229083744)"
ZIEMEK CORP.,5368 N MILWAUKEE AVE,CHICAGO,IL,60630,Tavern,41.97836393,-87.7703772,"(41.97836392545557, -87.77037720178194)"
GALLERY CABARET,2020 N OAKLEY AVE 1ST,CHICAGO,IL,60647,Tavern,41.91827594,-87.6851246,"(41.91827593819871, -87.68512459527444)"
CHRIS' BAR,1610 W NORTH AVE 1ST,CHICAGO,IL,60622,Tavern,41.91073284,-87.66817769,"(41.910732841658614, -87.66817769111361)"
ONTOURAGE,157 W ONTARIO ST,CHICAGO,IL,60610,Tavern,41.89308814,-87.63341655,"(41.893088139940794, -87.63341655218103)"
"BAR & MARISCOS ""EL ALTENO""",4501-4503 W BELMONT AVE 1ST,CHICAGO,IL,60641,Tavern,41.9388179,-87.73955587,"(41.93881789990675, -87.73955586794855)"
SHE-NANNIGAN'S HOUSE OF BEERS,16 W DIVISION ST 1ST,CHICAGO,IL,60610,Tavern,41.90404035,-87.62933546,"(41.9040403492842, -87.62933545937574)"
TONIC,2447 N HALSTED ST 1,CHICAGO,IL,60614,Tavern,41.92675006,-87.64865954,"(41.92675005562867, -87.64865953821696)"
PHASE II,9100 S ASHLAND AVE,CHICAGO,IL,60620,Tavern,41.72838921,-87.66299565,"(41.72838921397678, -87.66299565274393)"
CORK LOUNGE,1822 W ADDISON ST,CHICAGO,IL,60613,Tavern,41.94701681,-87.67492511,"(41.94701681223758, -87.6749251072082)"
EVERGREEN 9,1332 N HALSTED ST  1ST/M,CHICAGO,IL,60622,Tavern,41.90603827,-87.64829172,"(41.90603826468031, -87.6482917185286)"
SOMETHING KOOL COCKTAIL LOUNGE,8022-8024 S COTTAGE GROVE AVE,CHICAGO,IL,60619,Tavern,41.7487383,-87.60531466,"(41.74873830260269, -87.60531466273913)"
DS CANTINA,3352 N HALSTED ST BSMT & 1ST,CHICAGO,IL,60657,Tavern,41.94338116,-87.64951574,"(41.94338116216281, -87.64951573452917)"
SILVIE'S VARDAR PUB,1900-1902 W IRVING PARK RD,CHICAGO,IL,60613,Tavern,41.9542964,-87.67645235,"(41.954296396013774, -87.67645235326972)"
McGILL'S BAR & GRILL,4551-4553 N PULASKI RD GROUND,CHICAGO,IL,60630,Tavern,41.96392783,-87.72776333,"(41.96392782845859, -87.7277633343407)"
STRIKERS CORNER,4342 N ELSTON AVE,CHICAGO,IL,60641,Tavern,41.9596294,-87.72802874,"(41.959629403548185, -87.72802874412305)"
PAOLA'S VINUM,328 S JEFFERSON ST 1 120,CHICAGO,IL,60661,Tavern,41.87709414,-87.64265497,"(41.87709413528649, -87.6426549740065)"
GEE JAYS,8550 S PULASKI RD 1,CHICAGO,IL,60652,Tavern,41.73696532,-87.72165212,"(41.73696532128921, -87.72165211814503)"
M LOUNGE,1520 S WABASH AVE,CHICAGO,IL,60605,Tavern,41.86132048,-87.62583588,"(41.861320476652075, -87.62583588079544)"
SOUTHWAY LOUNGE,952 E 79TH ST 1ST,CHICAGO,IL,60619,Tavern,41.75144495,-87.60065154,"(41.75144495023618, -87.60065154192799)"
BOSTON'S TAVERN,451 W 26TH ST  1,CHICAGO,IL,60616,Tavern,41.84532261,-87.63865692,"(41.845322612899665, -87.63865692375772)"
COVE LOUNGE,1750 E 55TH ST 1ST,CHICAGO,IL,60615,Tavern,41.79535815,-87.58198429,"(41.79535814705488, -87.58198428576193)"
TWISTED SHAMROCK,6462 S CENTRAL AVE,CHICAGO,IL,60638,Tavern,41.77443084,-87.76173159,"(41.77443083618006, -87.76173159172153)"
SHINNICK'S PUB INC,3758 S UNION AVE 1ST,CHICAGO,IL,60609,Tavern,41.82540239,-87.64368381,"(41.825402390532496, -87.64368381019733)"
OLA'S LIQUORS,947 N DAMEN AVE 1ST,CHICAGO,IL,60622,Tavern,41.89915936,-87.67699738,"(41.89915935482376, -87.67699738237337)"
RZESZOWSKA INC,2518 N LARAMIE AVE 1ST,CHICAGO,IL,60639,Tavern,41.92661879,-87.75638519,"(41.926618785903365, -87.75638519273251)"
3 MUSKIES INC,5314 W GRAND AVE,CHICAGO,IL,60639,Tavern,41.91763047,-87.75907785,"(41.91763046867698, -87.75907784847413)"
MY SECOND HOME TAVERN,1501 W 47TH ST  1ST,CHICAGO,IL,60609,Tavern,41.80852629,-87.66259214,"(41.80852629039906, -87.66259213461895)"
JACARANDA SPORTS BAR,3608 W 26TH ST,CHICAGO,IL,60623,Tavern,41.84448841,-87.71521744,"(41.844488413442164, -87.71521744232979)"
"BIG CHICKS, INC.",5024 N SHERIDAN RD  1ST F,CHICAGO,IL,60640,Tavern,41.97406912,-87.65509449,"(41.97406911941592, -87.6550944919287)"
FULL SHILLING,3724-3726 N CLARK ST,CHICAGO,IL,60613,Tavern,41.9497062,-87.65870141,"(41.94970619451691, -87.65870141348526)"
CLOVER SPORTS BAR,722 W GRAND AVE,CHICAGO,IL,60654,Tavern,41.89130556,-87.64680663,"(41.89130555785565, -87.64680662847142)"
Burkes Web Pub,2026 W WEBSTER AVE  1,CHICAGO,IL,60647,Tavern,41.92148307,-87.67884765,"(41.921483071021285, -87.6788476457194)"
THE OWL BAR,2521 N MILWAUKEE AVE 1ST,CHICAGO,IL,60647,Tavern,41.92725099,-87.70420335,"(41.927250990177676, -87.7042033510881)"
FREDY'S INN,2905 N ELSTON AVE,CHICAGO,IL,60618,Tavern,41.93416814,-87.69047826,"(41.93416814341909, -87.69047825732142)"
L & P LIQUORS INC,4001 W LAWRENCE AVE  1ST F,CHICAGO,IL,60630,Tavern,41.96813179,-87.72808676,"(41.96813178484842, -87.72808675595967)"
THE LUCKY HORSESHOE LOUNGE,3169 N HALSTED ST 1ST,CHICAGO,IL,60657,Tavern,41.93987622,-87.64911644,"(41.9398762229962, -87.64911644222865)"
INNER TOWN PUB,1935 W THOMAS ST,CHICAGO,IL,60622,Tavern,41.90127982,-87.67612709,"(41.90127982229958, -87.67612708534384)"
MELKAP CORP,6340 W IRVING PARK RD,CHICAGO,IL,60634,Tavern,41.95303603,-87.78575582,"(41.95303603444709, -87.78575581626957)"
THE FALCON,1603 -1605 E 53RD ST,CHICAGO,IL,60615,Tavern,41.79946966,-87.58633099,"(41.79946965773025, -87.58633098847555)"
NIKKI,1543 N KINGSBURY ST,CHICAGO,IL,60642,Tavern,41.90935409,-87.65266996,"(41.90935409448982, -87.65266995863112)"
CHECKER BOARD LOUNGE,5201 S HARPER AVE,CHICAGO,IL,60615,Tavern,41.8010622,-87.58899288,"(41.80106220163419, -87.58899288411371)"
FIRESIDE BOWL INC,2646 W FULLERTON AVE,CHICAGO,IL,60647,Tavern,41.92494661,-87.69436297,"(41.92494661154243, -87.69436297301544)"
BORUMS LIQUORS,8858 S ASHLAND AVE 1ST,CHICAGO,IL,60620,Tavern,41.73227575,-87.66311022,"(41.7322757504502, -87.66311021894916)"
MY PLACE,2212 W TOUHY AVE 1ST,CHICAGO,IL,60645,Tavern,42.012354,-87.6867325,"(42.01235400127318, -87.68673249919988)"
THE WHISTLER,2421 N MILWAUKEE AVE 1,CHICAGO,IL,60647,Tavern,41.92527483,-87.70098455,"(41.92527482815668, -87.70098455309014)"
THE INN,409 E 71ST ST 1ST,CHICAGO,IL,60619,Tavern,41.76560907,-87.61486639,"(41.76560906974058, -87.61486638953458)"
LEADWAY LIQUORS & CAFE,5233 N DAMEN AVE,CHICAGO,IL,60625,Tavern,41.976989,-87.67928387,"(41.976988997832365, -87.67928387238668)"
JUST 1 MORE TIME,5332 S KEDZIE AVE 1,CHICAGO,IL,60632,Tavern,41.79614627,-87.70377801,"(41.796146266086524, -87.70377800832108)"
JOHN SCHALLER,3714 S HALSTED ST 1ST #,CHICAGO,IL,60609,Tavern,41.82718502,-87.64617046,"(41.82718501563474, -87.64617045635079)"
REDWOOD LOUNGE LLC,3200 S WALLACE ST 1ST,CHICAGO,IL,60616,Tavern,41.83619195,-87.64151205,"(41.836191945499905, -87.64151205401737)"
FAMILY DEN,8940-8942 S STONY ISLAND AVE  1,CHICAGO,IL,60617,Tavern,41.73204914,-87.5856895,"(41.73204913540182, -87.585689498895)"
WILLIE NEW HIDEAWAY LOUNGE,3659 S INDIANA AVE  1ST,CHICAGO,IL,60653,Tavern,41.82795409,-87.62154879,"(41.82795409340236, -87.62154879010953)"
SHERRY'S BAR,5652 N WESTERN AVE,CHICAGO,IL,60659,Tavern,41.98472635,-87.68962846,"(41.98472635115914, -87.68962845629801)"
Chipp Inn,832 N GREENVIEW AVE,CHICAGO,IL,60642,Tavern,41.89708518,-87.66508025,"(41.89708517977136, -87.66508024873366)"
WINNERS SPORT BAR & GRILL INC,5912  - 5914 W MADISON ST  1,CHICAGO,IL,60644,Tavern,41.88023524,-87.77232918,"(41.88023523529787, -87.77232918177985)"
TIME OUT SPORTS BAR,4641 N ROCKWELL ST,CHICAGO,IL,60625,Tavern,41.96604803,-87.69358195,"(41.96604802491654, -87.69358195316971)"
GREEN MILL JAZZ CLUB,4802 N BROADWAY  1ST,CHICAGO,IL,60640,Tavern,41.96913801,-87.6598213,"(41.969138014237544, -87.65982130240475)"
INFLATION LOUNGE,541 E 63RD ST 1ST,CHICAGO,IL,60637,Tavern,41.78020123,-87.61164526,"(41.7802012276213, -87.61164525884503)"
MAX'S PLACE,4621 N CLARK ST 1ST,CHICAGO,IL,60640,Tavern,41.96593926,-87.66672743,"(41.96593926338186, -87.66672742974374)"
ALFREDO'S BAR,826 N ASHLAND AVE 1ST,CHICAGO,IL,60622,Tavern,41.89687896,-87.66746083,"(41.896878955993216, -87.66746083161362)"
2858 S SPRINGFIELD CORP,2858 S SPRINGFIELD AVE,CHICAGO,IL,60623,Tavern,41.83885309,-87.72210803,"(41.83885308994117, -87.72210803105862)"
EASY LIVING LOUNGE,4309 W CERMAK RD 1ST,CHICAGO,IL,60623,Tavern,41.85132057,-87.73237958,"(41.851320569821226, -87.7323795777196)"
