DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,LICENSE DESCRIPTION,LATITUDE,LONGITUDE,LOCATION
KELLY'S PUB,949 W WEBSTER AVE 1ST,CHICAGO,IL,60614,Tavern,41.92163662,-87.65300408,"(41.92163661876611, -87.65300408425684)"
BACKDRAFTS,8533-8535 S PULASKI RD # 1ST,CHICAGO,IL,60652,Tavern,41.7375041,-87.72137826,"(41.73750410346351, -87.72137826025306)"
RED LINE TAP,7006-7008 N GLENWOOD AVE 1,CHICAGO,IL,60626,Tavern,42.00936036,-87.66637744,"(42.00936035804877, -87.66637743537967)"
"EAST OF THE RYAN,INC",914 E 79TH ST 1ST,CHICAGO,IL,60619,Tavern,41.7514313,-87.60211213,"(41.7514313030561, -87.60211212497248)"
GAMEKEEPERS,345 W ARMITAGE AVE 1,CHICAGO,IL,60614,Tavern,41.91822095,-87.63825245,"(41.918220945312974, -87.63825244587586)"
THE STORE INC,2002 N HALSTED ST,CHICAGO,IL,60614,Tavern,41.91832325,-87.64866198,"(41.91832325025227, -87.64866197573393)"
GLASCOTT'S GROGGERY,2158 N HALSTED ST 1ST,CHICAGO,IL,60614,Tavern,41.92172365,-87.64877701,"(41.92172364683801, -87.64877700980905)"
DINO'S LIQUORS,6400 N CLARK ST,CHICAGO,IL,60626,Tavern,41.99808762,-87.67074683,"(41.99808761591503, -87.67074682712268)"
THE FIELD HOUSE,2455 N CLARK ST  1,CHICAGO,IL,60614,Tavern,41.92704379,-87.64119525,"(41.92704379322554, -87.64119525434533)"
FIRESIDE TAVERN AND GRILL,5739-5741 N RAVENSWOOD AVE 1ST,CHICAGO,IL,60660,Tavern,41.98623081,-87.67454136,"(41.9862308107723, -87.67454136310121)"
ABBEY PUB,3420 W GRACE ST,CHICAGO,IL,60618,Tavern,41.9503121,-87.7137859,"(41.95031209480301, -87.71378589700304)"
THE CROSSING TAVERN,2542-2548 N SOUTHPORT AVE 1ST,CHICAGO,IL,60614,Tavern,41.92829664,-87.66357132,"(41.928296636787316, -87.66357131513206)"
WESTERN TAP,2044 N WESTERN AVE 1S,CHICAGO,IL,60647,Tavern,41.9188659,-87.68759868,"(41.918865899183444, -87.68759867817441)"
THE ARROGANT FROG,1365 W FULLERTON AVE 1ST,CHICAGO,IL,60614,Tavern,41.92511122,-87.66310625,"(41.92511121739166, -87.66310624971645)"
Red Lion Pub,2446 N LINCOLN AVE,CHICAGO,IL,60614,Tavern,41.92640172,-87.65031153,"(41.926401719585094, -87.65031152626855)"
TRATTORIA GIANNI,1711 N HALSTED ST,CHICAGO,IL,60614,Tavern,41.91313276,-87.64819574,"(41.91313275631975, -87.64819574274182)"
L & L TAVERN,3207 N CLARK ST 1ST,CHICAGO,IL,60657,Tavern,41.94025168,-87.65075064,"(41.94025167768406, -87.65075064380868)"
SECOND STORY BAR,157 E OHIO ST 2ND,CHICAGO,IL,60611,Tavern,41.89244202,-87.62314748,"(41.89244202292865, -87.62314747525059)"
THE KERRYMAN,661 N CLARK ST,CHICAGO,IL,60610,Tavern,41.89414548,-87.6310425,"(41.894145480595974, -87.63104250292555)"
IMLA LOUNGE,1116 W 51ST ST  1ST,CHICAGO,IL,60609,Tavern,41.80158552,-87.65327802,"(41.801585515800575, -87.65327801630472)"
PI GALLERY BAR,738 N CLARK ST 2,CHICAGO,IL,60654,Tavern,41.89600475,-87.63138052,"(41.89600474720552, -87.63138051690716)"
GRACE STREET TAP,3759 N WESTERN AVE 1,CHICAGO,IL,60618,Tavern,41.9502904,-87.68821102,"(41.95029040267561, -87.688211015391)"
LAWREL LIQUORS,4471 -4475 W LAWRENCE AVE  FIRST,CHICAGO,IL,60630,Tavern,41.96799336,-87.74072635,"(41.96799335620968, -87.74072634914224)"
HOPSMITH TAVERN,15 W DIVISION ST,CHICAGO,IL,60610,Tavern,41.90382088,-87.62932853,"(41.90382087918895, -87.62932852980815)"
PADDY LONG'S,1028 W DIVERSEY PKWY 1,CHICAGO,IL,60614,Tavern,41.93272677,-87.65504178,"(41.93272677149699, -87.65504177558735)"
NISEI LOUNGE,3439 N SHEFFIELD AVE 1ST #,CHICAGO,IL,60657,Tavern,41.94470868,-87.65410591,"(41.94470868163818, -87.65410591123208)"
BARRELHOUSE FLAT,2624 N LINCOLN AVE,CHICAGO,IL,60614,Tavern,41.92946919,-87.65460557,"(41.92946918480737, -87.6546055689693)"
THE OMNI ( BLUES ),2519 N HALSTED ST 1ST,CHICAGO,IL,60614,Tavern,41.92798603,-87.64870513,"(41.92798603409822, -87.64870512854364)"
DUGAN'S,128 S HALSTED ST 1ST,CHICAGO,IL,60661,Tavern,41.87957992,-87.64743995,"(41.87957991804082, -87.64743995410377)"
IRISH EYES,2519 N LINCOLN AVE,CHICAGO,IL,60614,Tavern,41.92775344,-87.65177531,"(41.927753439102524, -87.65177531105877)"
SANDERS LOUNGE,700 W 59TH ST 1ST,CHICAGO,IL,60621,Tavern,41.7871761,-87.64259902,"(41.7871761020304, -87.64259901750826)"
LAST BAY BEER COMPANY LLC,3155 N BROADWAY  1,CHICAGO,IL,60657,Tavern,41.93930968,-87.64422837,"(41.939309677466014, -87.64422837055051)"
THE WRIGHTWOOD TAP,1059 W WRIGHTWOOD AVE 1ST,CHICAGO,IL,60614,Tavern,41.92885861,-87.65603514,"(41.92885860807638, -87.65603514045972)"
BIRD'S NEST,2500 N SOUTHPORT AVE,CHICAGO,IL,60614,Tavern,41.92707497,-87.66353109,"(41.92707497038625, -87.66353108891671)"
O'BRIEN'S PUB,10934 S WESTERN AVE 1ST,CHICAGO,IL,60643,Tavern,41.69457793,-87.68139222,"(41.69457792595615, -87.68139221499295)"
WALLY'S LOUNGE,3017 W BELMONT AVE,CHICAGO,IL,60618,Tavern,41.93925007,-87.7034147,"(41.939250071206494, -87.70341469627277)"
THE GREEN LADY,3328 N LINCOLN AVE,CHICAGO,IL,60657,Tavern,41.94238547,-87.67071384,"(41.94238547241118, -87.67071383788313)"
SHOE'S PUB,1134 W ARMITAGE AVE 1,CHICAGO,IL,60614,Tavern,41.91816481,-87.65686283,"(41.91816480873289, -87.65686283213844)"
THE COPA,1637 N CLYBOURN AVE,CHICAGO,IL,60614,Tavern,41.91178,-87.65051399,"(41.91178000280704, -87.65051399231233)"
UNDERBAR,3243 N WESTERN AVE 1ST,CHICAGO,IL,60618,Tavern,41.94072869,-87.68780348,"(41.94072869326572, -87.68780347472068)"
HALLIGAN BAR,2274 N LINCOLN AVE  GROUN,CHICAGO,IL,60614,Tavern,41.92345782,-87.64619466,"(41.92345781733193, -87.64619466104438)"
RIVER SHANNON,425 W ARMITAGE AVE,CHICAGO,IL,60614,Tavern,41.91819779,-87.63974737,"(41.91819778647383, -87.63974737355731)"
MILLERS LIQUORS,2204 W ROSCOE ST 1ST,CHICAGO,IL,60618,Tavern,41.94326287,-87.6835328,"(41.943262872051214, -87.68353280417449)"
THE DRINKING BIRD,2201 N CLYBOURN AVE,CHICAGO,IL,60614,Tavern,41.92173964,-87.66436142,"(41.92173963746964, -87.66436141694093)"
TRIPOLI TAVERN,1147 W ARMITAGE AVE 1,CHICAGO,IL,60614,Tavern,41.91793927,-87.65722394,"(41.917939272072275, -87.65722394118654)"
STANLEY'S,4258 S ASHLAND AVE 1,CHICAGO,IL,60609,Tavern,41.81593298,-87.66529633,"(41.815932975471945, -87.66529632778995)"
AUGIE'S,1721 W WRIGHTWOOD AVE,CHICAGO,IL,60614,Tavern,41.928625,-87.6716145,"(41.92862499471828, -87.67161450321166)"
TAVERN ON WELLS,1208 N WELLS ST,CHICAGO,IL,60610,Tavern,41.9041507,-87.63463644,"(41.90415070255982, -87.63463643971943)"
CAROLYN'S LOUNGE,1744 N CENTRAL AVE 1ST,CHICAGO,IL,60639,Tavern,41.91253449,-87.76577064,"(41.9125344880972, -87.76577064146649)"
THE TIN LIZZIE,2483 N CLARK ST,CHICAGO,IL,60614,Tavern,41.92783382,-87.64165881,"(41.92783381766517, -87.6416588091054)"
BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,Tavern,41.92920519,-87.64752249,"(41.92920519052382, -87.64752248718568)"
O'NEIL'S ON WELLS,411 S WELLS ST 1ST,CHICAGO,IL,60607,Tavern,41.8765621,-87.63353978,"(41.87656209838564, -87.6335397749874)"
LILLY'S LTD,2513 N LINCOLN AVE,CHICAGO,IL,60614,Tavern,41.9276209,-87.65158985,"(41.92762090056106, -87.65158985345717)"
MCGEE'S TAVERN & GRILLE,950 W WEBSTER AVE 1ST,CHICAGO,IL,60614,Tavern,41.92185463,-87.65309487,"(41.92185462558926, -87.65309486506003)"
Frank's,2503 N CLARK ST 1ST,CHICAGO,IL,60614,Tavern,41.92794748,-87.64172577,"(41.9279474829532, -87.64172577279659)"
ROSA'S LOUNGE,2656 N LINCOLN AVE 1ST,CHICAGO,IL,60614,Tavern,41.93019867,-87.6556245,"(41.93019867120127, -87.65562450106667)"
PL LOUNGE,3454-3456 N PULASKI RD 1ST 1,CHICAGO,IL,60641,Tavern,41.94429816,-87.72748281,"(41.94429815959749, -87.72748280788329)"
MAEVE,1325 W WRIGHTWOOD AVE,CHICAGO,IL,60614,Tavern,41.92876074,-87.66208506,"(41.92876074358641, -87.66208506407096)"
RAVENS,2326 N CLARK ST BASEM #,CHICAGO,IL,60614,Tavern,41.92444249,-87.63993234,"(41.924442493612474, -87.63993233882339)"
DANNY'S TAVERN,1951 W DICKENS AVE,CHICAGO,IL,60614,Tavern,41.91947229,-87.67728376,"(41.91947228939262, -87.67728375901756)"
THE MANHANDLER,1948 N HALSTED ST 1ST,CHICAGO,IL,60614,Tavern,41.91738308,-87.64862235,"(41.91738307633817, -87.64862234881615)"
MAX BAR,2247 N LINCOLN AVE,CHICAGO,IL,60614,Tavern,41.92302562,-87.64516636,"(41.923025621203976, -87.64516636089154)"
NEO,2348-2352 N CLARK ST # 1ST,CHICAGO,IL,60614,Tavern,41.92497231,-87.64025215,"(41.92497231271773, -87.64025215402182)"
SUNNYDAY TAP,4953 N ELSTON AVE 1ST #,CHICAGO,IL,60630,Tavern,41.97073187,-87.74419207,"(41.97073187089087, -87.74419206627292)"
ALIVE ONE,2683 N HALSTED ST 1ST #,CHICAGO,IL,60614,Tavern,41.93137519,-87.64881848,"(41.93137518472043, -87.64881848228968)"
STERCH'S,2238 N LINCOLN AVE 1ST,CHICAGO,IL,60614,Tavern,41.92269866,-87.64513294,"(41.922698654947936, -87.6451329417807)"
YAK-ZIES BAR AND GRILL,506 W DIVERSEY PKWY LL1-1,CHICAGO,IL,60614,Tavern,41.93297221,-87.64171517,"(41.93297221225597, -87.64171516501513)"
WISE OWL DRINKERY & COOKHOUSE,324 S RACINE AVE 1,CHICAGO,IL,60607,Tavern,41.8769812,-87.65715348,"(41.87698119928152, -87.65715347956382)"
ROOM 7,7 W DIVISION ST 1ST,CHICAGO,IL,60610,Tavern,41.90382674,-87.6289923,"(41.903826743362245, -87.62899230340854)"
HAYWOOD TAVERN,2759 W AUGUSTA BLVD 1,CHICAGO,IL,60622,Tavern,41.89917318,-87.69672978,"(41.89917318360608, -87.69672978333593)"
ANNIE MC KINNON,4701 W HARRISON ST  1,CHICAGO,IL,60644,Tavern,41.87308976,-87.74268267,"(41.87308976346563, -87.74268267165898)"
THE HIDDEN SHAMROCK,2723 N HALSTED ST 1ST,CHICAGO,IL,60614,Tavern,41.93223004,-87.64884722,"(41.932230036509495, -87.64884721866703)"
THE HOME TAVERN,2828 N LINCOLN AVE 1ST,CHICAGO,IL,60657,Tavern,41.93314292,-87.65973995,"(41.93314292373015, -87.65973994522443)"
BRUDDER'S,3600 N PULASKI RD 1ST,CHICAGO,IL,60641,Tavern,41.94641594,-87.72754949,"(41.946415942190185, -87.7275494909985)"
THE LIAR'S CLUB,1665 W FULLERTON AVE 1ST,CHICAGO,IL,60614,Tavern,41.92500849,-87.67062712,"(41.92500848557971, -87.67062712290793)"
9 MUSES BAR & GRILL,315 S HALSTED ST 1ST #,CHICAGO,IL,60661,Tavern,41.87734605,-87.64707598,"(41.877346048439314, -87.64707598114904)"
BRIDGEPORT INN,2901 S ARCHER AVE 1ST,CHICAGO,IL,60608,Tavern,41.84166818,-87.65764152,"(41.841668176974075, -87.65764151669173)"
DROP,1909 N LINCOLN AVE  1,CHICAGO,IL,60614,Tavern,41.91684811,-87.63652447,"(41.91684810981031, -87.6365244655254)"
FREDDIE'S LOUNGE,5464 W MADISON ST,CHICAGO,IL,60644,Tavern,41.88038491,-87.76273877,"(41.88038491027001, -87.7627387645755)"
HARRY'S VELVET ROOM,1480 W WEBSTER AVE 1 & 2,CHICAGO,IL,60614,Tavern,41.92170972,-87.66630972,"(41.92170971743507, -87.66630971808745)"
DIVERSEY YACHT CLUB,2601 N CANNON DR 1ST FLOOR,CHICAGO,IL,60614,Tavern,41.92978231,-87.63598072,"(41.929782309176865, -87.63598071569099)"
TOWN HALL PUB,3340 N HALSTED ST 1ST #,CHICAGO,IL,60657,Tavern,41.943004,-87.64950943,"(41.94300399664326, -87.64950942825703)"
O'DONNELLS,4500 N ELSTON AVE 1ST,CHICAGO,IL,60630,Tavern,41.96246974,-87.73215028,"(41.96246973487343, -87.73215028038183)"
UNDERGROUND LOUNGE,952 W NEWPORT AVE,CHICAGO,IL,60657,Tavern,41.94456875,-87.65392432,"(41.9445687505024, -87.65392432426306)"
RAIL CLUB INC,500 W MADISON ST  NORTH,CHICAGO,IL,60661,Tavern,41.88199434,-87.63975869,"(41.88199433820508, -87.6397586848809)"
"CHICAGO NEWSROOM, INC",500 W MADISON ST,CHICAGO,IL,60661,Tavern,41.88199434,-87.63975869,"(41.88199433820508, -87.6397586848809)"
THE MID,306 N HALSTED ST 1,CHICAGO,IL,60661,Tavern,41.88702465,-87.64765954,"(41.887024646067374, -87.64765954319624)"
THE CLIPPER/ CC FERNS,1002 N CALIFORNIA AVE 1ST,CHICAGO,IL,60622,Tavern,41.89938197,-87.69694004,"(41.89938196589096, -87.69694004377007)"
HQ BEERCADE II,"213 W INSTITUTE PL LL, 1 ",CHICAGO,IL,60610,Tavern,,,
PARLIAMENT/KENSINGTON ROOFTOP AND LOUNGE,324-326 W CHICAGO AVE  AVE,CHICAGO,IL,60654,Tavern,,,
RITE LIQUORS,1649 W DIVISION ST ST ,CHICAGO,IL,60622,Tavern,,,
LAWLOR'S ON 111TH ST.,3636 W 111TH ST,CHICAGO,IL,60655,Tavern,41.69150033,-87.71207516,"(41.69150033427282, -87.71207516284547)"
STOKROTKA LOUNGE INC,5219 W DIVERSEY AVE 1ST,CHICAGO,IL,60639,Tavern,41.93128018,-87.75722559,"(41.93128017479497, -87.75722559333362)"
BAMBOO LOUNGE,9401 S EWING AVE,CHICAGO,IL,60617,Tavern,41.72494654,-87.53801303,"(41.724946544102714, -87.53801303433295)"
MISKA'S,3205 N LEAVITT ST,CHICAGO,IL,60618,Tavern,41.93968699,-87.68305815,"(41.93968698587099, -87.68305815231734)"
CELTIC CROSSING,751 N CLARK ST 1ST,CHICAGO,IL,60654,Tavern,41.89640665,-87.63109481,"(41.896406651494814, -87.63109481062298)"
MCGUIGANS,3358 N ASHLAND AVE 1,CHICAGO,IL,60657,Tavern,41.9432951,-87.66890905,"(41.94329510166934, -87.66890904902036)"
THE WATERHOLE LOUNGE,1400 S WESTERN AVE 1ST,CHICAGO,IL,60608,Tavern,41.86294067,-87.68608144,"(41.862940665238334, -87.68608143770022)"
NEW TROY TAP,4600 S TROY ST 1,CHICAGO,IL,60632,Tavern,41.80986454,-87.70295736,"(41.809864536620566, -87.70295735999036)"
Georgie's Tavern,13359 S AVENUE M  1ST,CHICAGO,IL,60633,Tavern,41.65193234,-87.53731067,"(41.65193233487981, -87.53731066884254)"
RUDY & ANNA'S LOUNGE,5788-5790 S ARCHER AVE 1,CHICAGO,IL,60638,Tavern,41.79650524,-87.75800064,"(41.796505243791515, -87.75800063474834)"
SIMON'S TAVERN,5210 N CLARK ST 1ST #,CHICAGO,IL,60640,Tavern,41.97653385,-87.66855988,"(41.97653385068455, -87.66855987630677)"
ZAPOTLAN INC,3923- 3925 S KEDZIE AVE 1ST,CHICAGO,IL,60632,Tavern,41.82180333,-87.70436368,"(41.821803330750114, -87.70436367923628)"
SYKLARK LOUNGE,4007 W OGDEN AVE  FIRST,CHICAGO,IL,60623,Tavern,41.85088952,-87.72497499,"(41.85088951911594, -87.72497498594257)"
EL INTIMO BAR,1706 W 47TH ST 1ST,CHICAGO,IL,60609,Tavern,41.80868831,-87.66773185,"(41.808688306599805, -87.66773185221423)"
"ROUTE 43 BAR, INC.",1615 W 43RD ST,CHICAGO,IL,60609,Tavern,41.815754,-87.66585278,"(41.81575399563499, -87.66585278059576)"
GRAFFITI,116 W HUBBARD ST 8,CHICAGO,IL,60610,Tavern,41.89012138,-87.63186017,"(41.89012137600596, -87.63186016746914)"
JOVIAL CLUB,9615 S COMMERCIAL AVE 1ST,CHICAGO,IL,60617,Tavern,41.72045319,-87.55090061,"(41.72045319189485, -87.55090061266132)"
LOAFERS,2600 W LAWRENCE AVE,CHICAGO,IL,60625,Tavern,41.96868081,-87.69386103,"(41.968680808972124, -87.6938610330367)"
BAR DEVILLE,1958 W HURON ST 1,CHICAGO,IL,60622,Tavern,41.89420535,-87.67688171,"(41.89420534591261, -87.67688170620728)"
LICORICE,607 E 87TH ST 1ST,CHICAGO,IL,60619,Tavern,41.73647635,-87.6093726,"(41.73647634852962, -87.60937259563347)"
NEW CELEBRITY LOUNGE INC,2020  -02022 E 83RD ST 1ST,CHICAGO,IL,60617,Tavern,41.74445686,-87.57491002,"(41.74445686220236, -87.57491002150282)"
KAT KLUB,6920 W NORTH AVE,CHICAGO,IL,60707,Tavern,41.90909188,-87.79808995,"(41.90909188377848, -87.79808995230711)"
LINDA & TERRY'S CORNER,2224 N LEAVITT ST  1,CHICAGO,IL,60647,Tavern,41.92206826,-87.68281605,"(41.922068255486266, -87.68281604890659)"
SECOND TIME AROUND,8301-8303 W IRVING PARK RD  GROUN,CHICAGO,IL,60634,Tavern,41.95199012,-87.8343079,"(41.9519901200573, -87.83430789974626)"
QUENCHER'S INC,2401-2403 N WESTERN AVE 1ST,CHICAGO,IL,60647,Tavern,41.924942,-87.6874964,"(41.92494200350331, -87.68749640204432)"
El Sinaloense,2759 S PULASKI RD 1ST,CHICAGO,IL,60623,Tavern,41.8406606,-87.72430598,"(41.84066059466386, -87.7243059784339)"
DUFFY'S PLACE,6355 S CENTRAL AVE,CHICAGO,IL,60638,Tavern,41.77641768,-87.76151321,"(41.7764176825641, -87.76151321233951)"
ACAPULCO NIGHT CLUB INC,3433 W FULLERTON AVE 1ST,CHICAGO,IL,60647,Tavern,41.92453757,-87.7134676,"(41.92453757264159, -87.71346759520937)"
HOMER'S INC.,4518 S MCDOWELL AVE,CHICAGO,IL,60609,Tavern,41.81183576,-87.66101297,"(41.811835758122164, -87.6610129672327)"
SHERIDAN IRVING L LIQUORS INC,3944-3946 N SHERIDAN RD  1,CHICAGO,IL,60613,Tavern,41.9540597,-87.65468015,"(41.95405970426544, -87.65468014494112)"
MISKA LIQUORS,4411-4413 N MILWAUKEE AVE 1ST,CHICAGO,IL,60630,Tavern,41.96100873,-87.75462693,"(41.96100873289663, -87.75462692971466)"
SULLY'S HOUSE,1501 N DAYTON ST 1,CHICAGO,IL,60622,Tavern,41.90861973,-87.64929457,"(41.90861972732258, -87.64929457094323)"
BRIDGEPORT INN,2901 S ARCHER AVE 1ST,CHICAGO,IL,60608,Tavern,41.84166818,-87.65764152,"(41.841668176974075, -87.65764151669173)"
JUANES PLACE,3534 W ARMITAGE AVE,CHICAGO,IL,60647,Tavern,41.91741305,-87.71499192,"(41.91741305147927, -87.71499192278915)"
THE NORTH END,3733 -3735 N HALSTED ST,CHICAGO,IL,60613,Tavern,41.95005266,-87.64942815,"(41.950052664237134, -87.64942815211083)"
Ziggy's Side Door Pub & Deli,6158 W 63RD ST,CHICAGO,IL,60638,Tavern,41.77787867,-87.77632371,"(41.77787866601636, -87.77632371447477)"
JACK'S LOUNGE,12717 S HALSTED ST 1ST,CHICAGO,IL,60628,Tavern,41.66267727,-87.64125551,"(41.662677267068084, -87.64125551351795)"
GRAND RIVER,3032 N LINCOLN AVE 1ST,CHICAGO,IL,60657,Tavern,41.93677981,-87.6648345,"(41.936779807698976, -87.6648344969278)"
LAST CALL LOUNGE,6316-6318 W 65TH ST 1ST,CHICAGO,IL,60638,Tavern,41.77415695,-87.77940789,"(41.77415695093783, -87.77940788571328)"
THE ODYSSEY 11 LOUNGE,211 E 55TH ST 1ST,CHICAGO,IL,60637,Tavern,41.7942922,-87.62034792,"(41.79429220010901, -87.62034791634755)"
FADO IRISH PUB,100 W GRAND AVE  1ST &,CHICAGO,IL,60610,Tavern,41.89173502,-87.63120169,"(41.891735020379166, -87.63120168879202)"
MAS O MENOS LOUNGE,2539 W DIVISION ST,CHICAGO,IL,60622,Tavern,41.90286772,-87.69109787,"(41.902867714807854, -87.69109787174827)"
FILONEK'S,6213 N MILWAUKEE AVE 1ST,CHICAGO,IL,60646,Tavern,41.99418953,-87.78468949,"(41.99418952580172, -87.78468948624445)"
FOLEY'S BAR & GRILL,1841 W IRVING PARK RD 1ST,CHICAGO,IL,60613,Tavern,41.95408548,-87.67578071,"(41.954085484081055, -87.67578070674185)"
Double Bubble,6036 N BROADWAY,CHICAGO,IL,60660,Tavern,41.99191243,-87.66047397,"(41.99191242477542, -87.66047396631802)"
THE CORRIB IRISH PUB,5522 N ELSTON AVE,CHICAGO,IL,60630,Tavern,41.98153759,-87.7622192,"(41.9815375874498, -87.76221919812195)"
THE DOUBLE,3545 W FULLERTON AVE,CHICAGO,IL,60647,Tavern,41.92451295,-87.71539907,"(41.924512950059544, -87.7153990657848)"
HINKY-DINKS PUB,3243 W 111TH ST 1ST,CHICAGO,IL,60655,Tavern,41.69143432,-87.70256424,"(41.691434316387635, -87.70256424147274)"
MARTIN'S CORNER,2058 W 22ND PL 1ST,CHICAGO,IL,60608,Tavern,41.85134121,-87.67814936,"(41.8513412126996, -87.67814936266365)"
EMPORIUM LOGAN SQUARE,2363-2365 N MILWAUKEE AVE,CHICAGO,IL,60647,Tavern,41.92426082,-87.69933175,"(41.92426082139295, -87.69933174792325)"
DRINK AND INK,4443 N BROADWAY  1ST,CHICAGO,IL,60640,Tavern,41.96294111,-87.65573729,"(41.96294111380255, -87.65573729121013)"
SIDE STREET SALOON,1456 W GEORGE ST 1ST,CHICAGO,IL,60657,Tavern,41.93437222,-87.66585652,"(41.93437222240679, -87.66585652139575)"
SOLOFRA'S SIDELINE TAP INC,6822 W ARCHER AVE 1ST,CHICAGO,IL,60638,Tavern,41.79224664,-87.79256979,"(41.7922466432313, -87.79256979290604)"
VILLAGE INN,4035 S WALLACE ST 1ST,CHICAGO,IL,60609,Tavern,41.82069621,-87.64083878,"(41.82069620754733, -87.64083877520913)"
THE MID,306 N HALSTED ST 1,CHICAGO,IL,60661,Tavern,41.88702465,-87.64765954,"(41.887024646067374, -87.64765954319624)"
THE LEVEE LOUNGE,4035 W FULLERTON AVE  W. FU,CHICAGO,IL,60639,Tavern,41.92435812,-87.72821204,"(41.924358122081486, -87.72821204063166)"
T!ME,873 N ORLEANS ST 1ST & BSMT,CHICAGO,IL,60610,Tavern,41.89869627,-87.63710466,"(41.898696269812156, -87.63710466143999)"
"LEMON TREE TOO, INC.",10400 S MUSKEGON AVE,CHICAGO,IL,60617,Tavern,41.70631522,-87.55512951,"(41.70631521468144, -87.55512950510155)"
FARRAGUTS,5240 N CLARK ST 1ST,CHICAGO,IL,60640,Tavern,41.97744829,-87.66852007,"(41.97744828480944, -87.66852007309949)"
SOUTH SHORE INN,13611 S BRAINARD AVE,CHICAGO,IL,60633,Tavern,41.64802852,-87.54513056,"(41.648028516676895, -87.54513056028017)"
TOWN HALL PUB,3340 N HALSTED ST 1ST #,CHICAGO,IL,60657,Tavern,41.943004,-87.64950943,"(41.94300399664326, -87.64950942825703)"
ALIBIS,6420 N WESTERN AVE,CHICAGO,IL,60645,Tavern,41.99838203,-87.69005128,"(41.998382026238964, -87.69005128167967)"
Theory Sports Div Lounge,9 W HUBBARD ST 1,CHICAGO,IL,60610,Tavern,41.88994931,-87.62837357,"(41.889949310620324, -87.62837357133523)"
THE LONG ROOM,1612 W IRVING PARK RD,CHICAGO,IL,60613,Tavern,41.95439275,-87.66958709,"(41.954392749253536, -87.66958709325174)"
RIVERVIEW TAVERN / ROBEY PIZZA COMPANY,1954-1958 W ROSCOE ST 1ST,CHICAGO,IL,60657,Tavern,41.94332804,-87.67818417,"(41.943328037206484, -87.67818416456056)"
WATRA,4758 S PULASKI RD,CHICAGO,IL,60632,Tavern,41.80612823,-87.72367909,"(41.80612822458801, -87.72367909230833)"
FOR THE GOOD TIMES LOUNGE,5545 S DAMEN AVE 1ST,CHICAGO,IL,60636,Tavern,41.79216988,-87.67409991,"(41.79216987809236, -87.67409990806675)"
STAN'S CORNER INC,5960 S ARCHER AVE,CHICAGO,IL,60638,Tavern,41.79541424,-87.76506224,"(41.79541423728315, -87.76506223774159)"
TOUCHE',6412 N CLARK ST,CHICAGO,IL,60626,Tavern,41.99842639,-87.67087163,"(41.998426385977595, -87.67087162992024)"
BOULEVARD SPORTS LOUNGE,2645 W NORTH AVE 1,CHICAGO,IL,60647,Tavern,41.91013883,-87.69392991,"(41.91013882883812, -87.6939299081578)"
BLACK SHEEP,2535-2537 W PETERSON AVE,CHICAGO,IL,60659,Tavern,41.99036569,-87.6935329,"(41.9903656885798, -87.69353289993734)"
REILLY'S DAUGHTER,5700 S CICERO AVE # TC07,CHICAGO,IL,60638,Tavern,41.78932932,-87.74164564,"(41.789329323265385, -87.74164564419637)"
Y,224 W ONTARIO ST,CHICAGO,IL,60610,Tavern,41.89328203,-87.63520382,"(41.89328202566408, -87.63520382328524)"
The Bar on Buena,910 W BUENA AVE,CHICAGO,IL,60613,Tavern,41.9585509,-87.65352005,"(41.958550897849705, -87.65352004893188)"
Casual Tap,5924 W MONTROSE AVE,CHICAGO,IL,60634,Tavern,41.96048122,-87.77558191,"(41.96048121905372, -87.77558190516149)"
SILVANA,7030 N CLARK ST 1,CHICAGO,IL,60626,Tavern,42.00993936,-87.67432954,"(42.00993936349173, -87.67432953633713)"
BLACK LION LOUNGE,2434 N MILWAUKEE AVE 2ND,CHICAGO,IL,60647,Tavern,41.9253911,-87.70163843,"(41.92539110328044, -87.7016384341082)"
DRAGONLADY LOUNGE,3188 N ELSTON AVE 1ST,CHICAGO,IL,60618,Tavern,41.93909478,-87.6981095,"(41.939094775655015, -87.6981094987177)"
BLACK CAT LOUNGE,1640 W 115TH ST 1,CHICAGO,IL,60643,Tavern,41.68489909,-87.66335207,"(41.68489908536175, -87.66335206643785)"
BOB INN,2609 W FULLERTON AVE 1ST,CHICAGO,IL,60647,Tavern,41.9247416,-87.69296903,"(41.92474160383676, -87.69296902848737)"
HIPPO'S,3011 W 111TH ST 1 #,CHICAGO,IL,60655,Tavern,41.69150748,-87.69662198,"(41.691507475209015, -87.69662197864443)"
DON VAL CORP,8221 W IRVING PARK RD 1ST,CHICAGO,IL,60634,Tavern,41.95203024,-87.83270217,"(41.95203024323265, -87.83270216719185)"
THE MATCHBOX,770 N MILWAUKEE AVE 1ST,CHICAGO,IL,60642,Tavern,41.89579624,-87.6549536,"(41.89579624448361, -87.65495359564429)"
ZERO DEGREES KARAOKE BAR LLC,453 W 24TH ST 2ND 1,CHICAGO,IL,60616,Tavern,41.84895293,-87.63884997,"(41.84895292718516, -87.63884996859476)"
BULL & BEAR,431 N WELLS ST,CHICAGO,IL,60610,Tavern,41.89002468,-87.6338824,"(41.89002468212031, -87.63388240330882)"
